id,question,answer,score
0ba3932a-a8be-484c-809f-7e72fa31b880,"A 30-year old female complains of lower abdominal pain and purulent vaginal discharge. Her pulse rate is 98/min, temperature is 101oF, WBC and ESR are raised. Per vaginal examination reveals lower abdominal tenderness and cervical motion tenderness. What is the best treatment option for her?","Acute pelvic inflammatory disease: give empiric broad-spectrum antibiotics—ceftriaxone 500 mg IM once (1 g if ≥150 kg) plus doxycycline 100 mg PO bid for 14 days plus metronidazole 500 mg PO bid. Hospitalize for IV therapy if severe/pregnant/unable to tolerate PO, and ensure partner treatment and abstinence until completion.",1
ee0067d6-ad98-49ea-9618-668b7b440109,A 7 year old boy with boggy swelling of the scalp with multiple discharging sinuses with cervical lymphadenopathy with easily pluckable hair. What would be done for diagnosis –,Perform a 10–20% KOH mount of epilated hairs/scalp scales to demonstrate dermatophytes and confirm with fungal culture on Sabouraud dextrose agar; Wood’s lamp examination (green fluorescence with some Microsporum species) can be supportive.,1
ddf40ec2-3b9a-433b-88fb-ba0afed5ccc1,"A patient with sinus infection develops chemosis,B/L proptosis and fever, the diagnosis goes in or of:","Cavernous sinus thrombosis. The combination of sinus infection with fever, chemosis, and bilateral proptosis is classic and requires urgent treatment.",1
231731aa-d3f8-4115-bff1-3aa5e7527eee,The drug used in coronary aery stenosis during Angio procedure?,"Intracoronary nitroglycerin is used to relieve spasm and clarify true stenosis during coronary angiography. If spasm persists, intracoronary calcium-channel blockers (e.g., verapamil or nicardipine) can be given.",0.1
6678db04-ec27-44f1-a90b-f709893acc5c,A 5-year old child presents with perivascul a r IgA deposition and neutrophilic. collection. There is erythematous rash on the lower limb and non-blanching purpura. Probable diagnosis is ?,"Henoch–Schönlein purpura (IgA vasculitis), a small‑vessel leukocytoclastic vasculitis with perivascular IgA deposition causing palpable, non‑blanching purpura on the legs.",1
afab8b99-0bcb-430c-95ea-022f7dc0f49d,A 6-day old newborn infant develops Ketonuria seizures and hypoglycemia. The likely diagnosis is,"Maple syrup urine disease — a branched-chain ketoacid dehydrogenase deficiency causing early neonatal ketoacidosis/ketonuria, seizures, and hypoglycemia.",0.5
01821eef-25d9-417d-8961-5d9417061133,"A 2O year-old woman presents with bilateral conductive deafness, palpable purpura on the legs and hemoptysis. Radiograph of the chest shows a thin-walled cavity in left lower zone. Investigations reveal total leukocyte count 12,000/mm red cell casts in the urine and 12,000/mm serum creatinine 3 ing/dL .What is the most probable diagnosis?","Granulomatosis with polyangiitis (Wegener’s). The triad of ENT involvement (conductive hearing loss), cavitating lung lesions with hemoptysis, and rapidly progressive glomerulonephritis (red cell casts, ↑creatinine) is classic, typically c‑ANCA (PR3) positive.",1
f9d53aa0-dd3d-4b66-a9b1-0155070fdd04,"A 75-year-old male patient is accompanied by his wife.The patient's wife is concerned that since staing some new medications for his Parkinson's disease, he has staed acting differently. She repos that since staing the new medication he has staed gambling and making inappropriate sexual comments to the cleaning maid. Which medication is likely to be responsible for this new behaviour?","Pramipexole (a dopamine agonist) is most likely, as these agents commonly cause impulse-control disorders like gambling and hypersexuality.",0.5
945521d1-364a-4d53-9704-4d96c3d3e364,A 7 yr patient came to opd with nodule on conjunctiva. He has history of taking TB treatment in the past. The nodule with has now encroached the limbus. What is the possible diagnosis.,"Phlyctenular keratoconjunctivitis (phlycten), a Type IV hypersensitivity reaction to tubercular antigens, causing a nodular lesion at or near the limbus that can extend onto the cornea.",0.95
b039012d-ccf9-4712-a45a-27772fd52c8f,"A 60-year-old patient came with 4 episodes of massive bleeding per rectum. On examination the abdomen is soft and there is no tenderness, with bowel sounds being normal. The most likely diagnosis is","Diverticular hemorrhage from colonic diverticulosis—classically a massive, painless lower GI bleed in older adults.",0.5
f36b4e6a-3401-40e9-9257-f9e2f6ae9fc9,X-ray spine of a child is shown. What is the probable diagnosis?,"I can’t see the X‑ray you mentioned; please upload it or describe the key features (e.g., vertebra plana, anterior beaking, hemivertebra, pars defect/spondylolisthesis, platyspondyly) so I can suggest the most likely diagnosis.",0
d46952e8-622e-46bb-8adf-1c4bdd60e6f0,21 year old man presented with shoulder pain after falling off his bike. What is your diagnosis?,"Most likely injuries after a bike fall are an anterior shoulder dislocation or an acromioclavicular (AC) joint/clavicle injury; diagnosis requires exam and shoulder X‑rays. If there’s deformity, numbness, or inability to move the arm, seek urgent care.",0.8
46572317-90b7-4c54-985a-0ad2d194dcf6,9 year old female child with history of head ache and visual disturbance.  What could be your possible diagnosis?,"Possible causes include pediatric migraine (often with visual aura), idiopathic intracranial hypertension, intracranial mass/hydrocephalus with raised intracranial pressure, optic neuritis, or significant refractive/ocular disease (less often seizures or hypertension). Because headache with visual symptoms can signal increased intracranial pressure, she needs prompt neuro-ophthalmic evaluation for papilledema and consideration of brain imaging if red flags (morning/worsening headaches, vomiting, diplopia, focal deficits, behavior change) are present.",0.5
b8b804d3-bb2d-4870-9f81-7d66dd73959a,Type 1 diabetes mellitus patient presents with nasal septal and palatal perforation with brownish black nasal discharge probable diagnosis is:,"Rhino-orbito-cerebral mucormycosis (invasive fungal sinusitis) — a necrotizing fungal infection classically seen in diabetics, causing black eschar with septal and palatal perforation.",1
29ddf07f-ff3d-483b-b86e-1b9d69a94e66,"A 35-year-old man presents with daily headache. He describes two attacks per day over the last 3 weeks. Each attack lasts about an hour and awakens him from sleep. The patient has noticed associated tearingand reddening of the right eye as well as nasal stuffness. The pain's deep, excruciating, and limiting to the right side of the head. The neurological examination is normal. What is the most likely diagnosis ?","Cluster headache — a trigeminal autonomic cephalalgia characterized by severe unilateral periorbital pain with ipsilateral tearing/conjunctival injection and nasal congestion, often occurring nocturnally in clusters.",1
bb4f6c9e-e943-4eed-8c8a-16d5637d9efb,"A young 8-year old boy presents with multiple discrete, shiny, pin-head papules on dorsal aspect of hand, forearms and shaft of penis. The diagnosis is:","Lichen nitidus.  
Tiny, discrete, shiny “pinhead” papules on forearms/dorsal hands and genitalia in a child are classic for this benign condition.",1
3d6d5600-8b85-401b-9693-b624111a4db1,A 15 year old boy had 10-12 paial complex seizures per day in spite of adequate 4 drug antiepileptic regime. He had history of repeated high grade fever in childhood. MRI for epilepsy protocol revealed normal brain scan. What should be the best non-invasive strategy to make a definite diagnosis so that he can be prepared to undergo epilepsy surgery.,"Prolonged video‑EEG telemetry with ictal SPECT (SISCOM) to localize the epileptogenic zone is the best non‑invasive strategy in MRI‑negative, drug‑resistant focal epilepsy to prepare for surgery.",0.9
fb804e8c-8a10-49e7-a558-2eaf9f829c87,A 30 year old lady with fever and pain in right hypochondrium with breath catch up upon palpation. Clinical diagnosis:,"Acute cholecystitis (positive Murphy’s sign), most likely due to gallstones.",1
a2279d80-14bb-4fb0-834d-4832fb7a139c,23-year-old lady Sony develops brown macular lesions over the bridge of nose and cheek following exposure to light. The probable diagnosis is –,"Melasma (chloasma) — a symmetric, light-induced hyperpigmentation over the malar area and bridge of the nose.",0.5
5ebcdf33-c63b-402d-a198-eabd5a9ec973,A 16 year old girl who was sexually abused has no recollection for the event and is not able to remember anything despite her best effos. What is the diagnosis-,Dissociative (psychogenic) amnesia—specifically localized amnesia for the traumatic event.,1
b710eccd-1457-4a05-aacd-da390283da29,A patient develops hypoglycemia. He was on insulin and acarbose. For treatment of above what is to be given?,"Give glucose (dextrose) rather than sucrose, since acarbose blocks sucrose breakdown; if severe or unconscious, give IV dextrose (or glucagon).",1
806ec4d6-0766-48c9-bd1d-55b70fdf08e8,A 28 years old lady with bilateral buccal reticulate white streak. Pain increases on intake of spicy food intake and patient gives no h/o tobacco but shows amalgam on 3rd molar. What is the diagnosis?,"Oral lichen planus, reticular type (Wickham’s striae), given the bilateral buccal interlacing white streaks and sensitivity to spicy foods.",0.9
fff7b566-212c-48d5-9e20-9e5b4cf634bb,"A 30 year old lady do sudden onset breathlessness, anxiety, palpitation & feeling of impending doom. Physical examination is normal. What is the diagnosis -","Panic attack (acute anxiety/hyperventilation syndrome), given sudden dyspnea, palpitations, and a sense of impending doom with a normal exam.",1
eb526edb-77ba-4c06-abcc-6ca1c0befe66,"A 22-year-old woman is diagnosed with bipolar disorder. Over the next year, she develops neurologic manifestations that include resting and intention tremors, rigidity, chorea, dysphagia, and dysarthria. On physical examination, she has bilateral Babinski signs. There are ring-like deposits of green material involving the cornea bilaterally, but her vision is not decreased. One year later, she has an illness that lasts 3 weeks, with nausea, vomiting, and malaise and scleral icterus. Laboratory findings include serum AST, 100 U/L; ALT, 122 U/L; alkaline phosphatase, 105 U/L; total bilirubin, 4.5 mg/ dL; glucose, 77 mg/dL; and creatinine, 0.9 mg/dL. Serologic test results for hepatitis A, B, and C are negative. This episode subsides without treatment, but she eventually develops cirrhosis. A mutation in a gene encoding for what substance is most likely to be present in this woman?","ATP7B, the hepatocellular copper‑transporting P-type ATPase that incorporates copper into ceruloplasmin and mediates biliary copper excretion (Wilson disease).",1
4aa0bfa2-4dd1-4cd0-aa89-284ce4a9da65,A child complains of fluid coming out of umbilicus on straining. What is the diagnosis?,"Patent urachus (urachal fistula) — persistent urachal tract causing urine to leak from the umbilicus, especially with straining/crying.",1
