id,question,cop,opa,opb,opc,opd
021d259d-7309-4213-a626-997613439732,"20 years old female from Bihar with erythematous lesion on cheek with central crusting, likely diagnosis:",3,SLE,Lupus vulgaris,Tinea versicolor,Cutaneous leishmananiasis
450db438-a275-434f-a21e-f5d07f74c02a,"A 40 years old male was brought to the emergency with the history of colicky pain, multiple episodes of bilious vomiting with no passage of feces and flatus. X-ray abdomen was done. On the basis of findings, what is the diagnosis?",1,Duodenal obstruction,Jejunal obstruction,Ileal obstruction,Colonic obstruction
6c9d5ab6-0b9b-4d2c-98ed-3d9ca1f55036,"After repeated infections manifested by cough, fever, and consolidation in lungs, the diagnosis of intralobar sequestration was established for a child. Sequestration of lung is seen MOST commonly in?",3,Right upper lobe,Right lower lobe,Lateral basal segment,Posterior basal segment of left lung
faa31c9f-4cb2-402f-966f-60bab0f6139c,"A 35-year-old man presented to the casualty with agitation, global confusion, disorientation, hallucinations and autonomic hyperactivity. On history taking, he had his last alcohol drink 5 days ago. Which of the following can be used in the immediate treatment of the condition?",3,Diazepam,Carbamazapine,Morphine,Chlordiazepoxide
9d3228ec-0f95-43f6-b1f8-c4238379998c,A 23-year-old female presented with jaundice and pallor for 2 months. Her peripheral blood smear shows the presence of spherocytes. The most relevant investigation to arrive at a diagnosis is;,2,Reticulocyte count,Osmotic fragility test,Coombs test,Tests fro PNH
a54478c8-ee11-4f3e-a20a-161888207f43,A 57 year old male suffering from acute pancreatitis develops sudden onset breathlessness with a CVP< 18mmHg. The chest xray shows bilateral infiltrates. The possible diagnosis is,0,ARDS,Myocardial infarction,Congestive left hea failure,Pulmonary embolism
7f1d31df-f03d-41ff-9a47-19ba9530c392,Ten years after diagnosis of total proctocolitis this patient undergoes colonoscopy and biopsy reveals high-grade dysplasia in 2-10 specimens. What should the physician recommend?,3,Repeat colonoscopy in 1 year,Increase steroid dosage,Early repeat colonoscopy and biopsy area again,Total proctocolectomy
ff8e5916-27fc-4415-9b63-3b8cb5d3dfc0,Ouchterlony procedure is a immunodiffusion by,3,Single diffusion in one dimension,Double diffusion in one dimension,Single diffusion in two dimensions,Double diffusion in two dimensions
5809008f-8182-4a8f-b331-6ea6e9389524,An infant presents with cardiac failure. Examination reveals a weaker femoral pulse when compared to the radial pulse. What is the probable diagnosis?,1,PDA,COA,Aorto-illiac vasculitis,VSD
65e8b791-212e-4510-978f-99b42faeb4a2,"A 19-year-old G2P1 woman at 9 weeks' gestation presents to the obstetrics and gynaecology clinic for her second prenatal visit. She reports no complaints other than occasional nausea. She had her first child by spontaneous vaginal delivery without complications. She is taking no medications and denies ethanol, tobacco, or current drug use. While she does admit to a history of intravenous drug abuse, she denies using them since the birth of her first child. Over the past several months she has had multiple sexual partners and does not use contraception. On physical examination she is in no acute distress. Lungs are clear to auscultation bilaterally. Her heart has a regular rate and rhythm, with no murmurs, rubs, or gallops. She is informed that she will need the routine prenatal tests, including an HIV test. The physician informs her of the risks and benefits of the HIV test.1What else should the physician inform the patient before performing the test:",0,"Despite the potential for fetal infection , she may opt out from the test",Early retroviral therapy will absolutely decrease the chances of transmitting infection to the baby.,CDC recommends screening only for patients with high risk factors,Risk of the test include potential for fetal loss.
6358f295-0a9e-440c-bb79-5f496891613c,A 28 year old female comes to you with history of oligomenorrhea. On examination you note hirsutism and virilisation. USG showed that the left ovary is enlarged. The testosterone levels comes as 4 ng/ml. What is the MOST probable diagnosis? Note: The LH levels are normal.,3,PCOS,Stromal hypehecosis,Luteoma of pregnancy,Ovarian tumor
8f254bbd-19c7-49b9-b37a-3bd5aac3c71d,"10 year old boy developed hoarseness of voice following on attach of diphtheria, No other significant OLE or VR is paralysed, treatment of choice is",3,Get foam infection of right VC,Fat injection of rigth VC,Thyroplasty Type 1,Walt for spontaneous recovery
2593506f-3fef-43ea-aa88-64e4e0972136,"A 25 year old man has pigmented macules over the palms, soles and oral mucosa. He also has anemia and abdominal pain. Which one of the following is the most likely diagnosis?",2,Cushing's syndrome,Albright's syndrome,Peutz-Jegher's Syndrome,Incontinentia pigmenti
4d44d12d-1d4e-421f-a5a2-9c5458dbffeb,"Following urethral rupture, immediate procedure to be done is: September 2008, March 2009",1,Urinary catheterization,Suprapubic cystostomy,Referral to a urologist,Observation
9f08fb1f-67fb-46fa-8d12-7c97213fe2c1,"A 20-year-old female presents with excess facial hair and oligomenorrhea, increased levels of free testosterone, and normal ovaries on USG. Most likely diagnosis is:",0,PCOD,Adrenal hyperplasia,Idiopathic hirsutism,Testosterone-secreting tumor
d20181aa-c211-4260-8bf2-94421a4ba74f,A 17 years male presented with swelling in the cheek with recurrent epistaxis. Most likely diagnosis is,0,Angiofibroma,Carcinoma nasopharynx,Rhabdomyosarcoma,Ethmyoid polyp
0ea5ccbe-ca4a-4eb4-bc1c-c0bf3dc737e6,"A 40-year-old woman presents with progressive palmoplantar pigmentation. X-ray spine shows calcification of IV disc. On adding benedicts reagent to urine, it gives greenish brown precipitate and blue-black supernatant fluid. What is the diagnosis?",1,Phenyl ketonuria,Alkaptonuria,Tyrosinemia type 2,Argininosuccinic aciduria
f016d92f-7d93-4cda-80ec-2a899914ad2f,"5 years old female presents with palpable purpura over the buttocks, arthralgias, abdominal pain with diarrhea with passage of blood per rectum. Patient also has presence of proteinuria. What is the most probable diagnosis -",0,Henoch-Schonlein purpura,Nephrotic syndrome,Nephritic syndrome,Thalassemia
81f94fe0-576f-491a-945b-35c2fc9008de,What is the ideal treatment for a 55 yr female with Simple Hyperplasia of endometrium with Atypia?,0,Simple hysterectomy,Medroxy progesterone Acetate (MPA),Levonorgesterol (LNG),IUCD
8fe95469-e037-4c97-b1f8-817395398eb6,A 40-year-old woman presents with complaints of burning and tingling sensations in the left hand for several months. She relates that she has been frequently awakened at night by aching pain in the same hand. Pain is elicited by extreme dorsiflexion of the wrist. Most likely diagnosis?,1,Angina pectoris,Carpal tunnel syndrome,Dupuytren contracture,Fibrositis
f6dea44b-fd89-4db3-84c2-d2500a2a59b0,A child presents with sho episodes of vacant stare several times a day. The vacant episode begins abruptly and the child remains unresponsive during the episode. There is no associated history of aura or postictal confusion and the child is otherwise normal. The likely diagnosis is,1,Grandmal seizures,Absence seizures,Complex paial seizures,Day dreaming
99507c09-b98e-42f3-8a3f-cd1ae6e8b01c,A child fights with other childrens frequently. He has disciplinary problem in school and steals things. Most likely diagnosis is: March 2012,2,Autism,Attention deficit hyperkinetic disorder,Conduct disorder,Obsessive compulsive disorder
49c25122-3125-4bd9-b82f-f76f52f788a9,"A 64-year-old man presents with symptoms of difficulty swallowing and weight loss of 10 lb. He has no prior history of heartburn, stomach ulcers, or difficulty swallowing. He smokes one pack a day for the past 45 years and drinks approximately 5 oz of alcohol a day. He is thin appearing, there are no oral lesions, and the remaining examination is normal. Esophagoscopy reveals a midesophageal narrowing with ragged ulcerating, and biopsies are taken. Which of the following is the most likely diagnosis?",3,adenocarcinoma of esophagus,esophageal web,achalasia,squamous cell carcinoma of esophagus
9aa1a608-9431-4ba5-b495-a3a4436f1b82,"55 year old female a known case of thryotoxicosis in control posted for abdomino perineal resection during surgery there was sudden drop in B.P., and end tidal CO2 decreased from 40 to 10 mmHg. On auscultation there was a mill wheel murmur, what is the diagnosis –",3,Thyroid storm,Bleeding,Hypoxia,Air embolism
5fa56b31-7bb7-4182-a75e-492cb77a0ece,"A 3 months old male infant developed otitis media for which he was given a course of Co–trimoxazole. A few days later, he developed extensive peeling of the skin; there were no mucosal lesions and the baby was not toxic. The most likely diagnosis is –",1,Toxic epidermal necrolysis,Staphylococcal scalded skin syndrome,Steven Johnsom syndrome,Infantile pemphigus
798102be-d1e1-46d8-ad78-6f36250b545e,"A young, tall, thin male with arachnodactyly has ectopia lentis in both eyes. The most likely diagnosis is",0,Marfan's Syndrome,Marchesani's Syndrome,Homocystinuria,Ehler's Danlos syndrome
72e4dc6b-ed06-4e06-88d5-6146c4e30a19,What is the diagnosis in this patient who had abdominal pain?,1,Familial Mediterranean fever,Henoch-Schonlein purpura,Meningococcemia,Polyarteritis nodosa
c0f9166f-2e4f-4a2c-b790-c73ffcc50e4b,An eleven year old boy is having Tinea capitis on his scalp. Which of the following is the most appropriate line of treatment of this condition?,1,Shaving of the scalp,Oral griseofulvin therapy,Topical griseofulvin therapy,Selenium sulphide shampoo
3cc5b850-44e1-42a9-ba29-26be91aafbcc,"A 60 year old man presents with non productive cough for 4 weeks: He has grade I clubbing, and a lesion in the apical lobe on xray. Most likely diagnosis here is -",1,Small cell ca,Non small cell ca,Fungal infection,Tuberculosis
8e17ad95-a764-4105-ba2b-0d1b804ace27,"A 70 year old alcoholic presents with abdominal pain, lump in the RUQ and weight loss. No history of upper or lower Gl symptoms. USG shows 10 x 10 cm mass in the right lobe of liver. Which serum marker will be helpful in diagnosis?",3,Serum calcitonin,CA19-9,Alkaline phosphatase,Alpha-fetoprotein
05f2285c-f9d6-40df-84ef-7800cccc5e5a,"A 2 year old child without fever develops bone pain, vomiting and features of increased intracranial pressure following excessive medication. The drug most likely to be responsible for this is –",0,Vitamin A,Phenothiazine,Phenytoin,Vitamin D
6dd1a6ba-f791-4b36-b877-91bd0f29fcd0,"A 28-year-old woman comes for treatment of hirsutism. She is obese and has facial acne and hirsutism on her face. Serum LH level is 32 mIU/mL and FSH is 9 mIU/mL. Androstenedione and testosterone levels are mildly elevated, but serum DHEAS is normal. The patient does not wish to conceive at this time. Which of the following is the most appropriate treatment of her condition?",0,Oral contraceptives pills,Coicosteroids,GnRH analogue,Wedge resection of ovary
cf08c92d-9e95-40b4-9b60-be8e4133d2c4,"A two year old male child was given 8 days of cefaclor of a 10 days course. The child develops low grade fever, malaise lymphadenopathy, irritability, generalized erythematous rash which are mildly pruritic. Most probable diagnosis is",3,Kawasaki disease,Paially treated meningitis,Infectious mononucleosis,Type 3 hypersensitivity
1d11bdbb-06a3-4c9d-95fd-89b964b591aa,A patient undergoing surgery suddenly develops hypotension. The monitor shows that the end tidal CO2 has decreased abruptly by 155mm Hg. What is the probable diagnosis?,1,Hypothermia,Pulmonary embolism,Massive fluid deficit,Myocardial depression due to anaesthetic agent
794cd01b-d91f-47b9-9302-3daf81d48770,"A 40 year old diabetic presents with blackish nasal discharge and a mass in the nose, likely diagnosis is:",0,Mucormycosis,Actinomycosis,Rhinosporiodosis,Histoplasmosis
3edf33ed-9f4a-4ff4-9c58-48bed7c31217,"On putting an internal jugular vein catheter, a patient has developed sudden onset severe respiratory distress. Clinical diagnosis is?",0,Pneumothorax,Sepsis,ARDS,Infective endaeritis
e0ca5a07-a1ad-499c-a92d-719a7ff1af01,"A mother brings her child to clinic with short stature. On examination following physical findings are seen. Doctor advises for the below investigations. Calcium - Normal, Phosphorous - Increased, PTH - Increased, Alvaline Phosphatase - Increased. What is the most probable diagnosis",0,Chronic renal failure,"Vitamin D deficiency rickets, type 1","Vitamin D deficiency rickets, type 2",Hypophasphatemic rickets
